"taxon_id","taxon_name","taxon_rank","input_name","input_author","match_type","match_accepted","wcvp_status","wcvp_name","accepted_name","final_name","name_changed"
"RHTO3","Rhynchosia tomentosa (L.) Hook. & Arn.","species","Rhynchosia tomentosa","(L.) Hook. & Arn.","Exact (with author)",TRUE,"Accepted","Rhynchosia tomentosa","Rhynchosia tomentosa (L.) Hook. & Arn.","Rhynchosia tomentosa (L.) Hook. & Arn.",FALSE
"CHMA14","Chrysopsis mariana (L.) Elliott","species","Chrysopsis mariana","(L.) Elliott","Exact (without author)",TRUE,"Accepted","Chrysopsis mariana","Chrysopsis mariana Elliott","Chrysopsis mariana Elliott",TRUE
"EUHY","Eupatorium hyssopifolium L.","species","Eupatorium hyssopifolium","L.","Exact (with author)",TRUE,"Accepted","Eupatorium hyssopifolium","Eupatorium hyssopifolium L.","Eupatorium hyssopifolium L.",FALSE
"EUPI2","Eupatorium pilosum Walter","species","Eupatorium pilosum","Walter","Exact (with author)",TRUE,"Accepted","Eupatorium pilosum","Eupatorium pilosum Walter","Eupatorium pilosum Walter",FALSE
"EUPUP4","Eutrochium purpureum (L.) E.E. Lamont var. purpureum","variety","Eutrochium purpureum var. purpureum","(L.) E.E. Lamont NA purpureum","Exact (without author)",TRUE,"Accepted","Eutrochium purpureum var. purpureum","Eutrochium purpureum var. purpureum","Eutrochium purpureum var. purpureum",TRUE
"CLMA4","Clitoria mariana L.","species","Clitoria mariana","L.","Exact (with author)",TRUE,"Accepted","Clitoria mariana","Clitoria mariana L.","Clitoria mariana L.",FALSE
"TRWA","Triadenum walteri (J.G. Gmel.) Gleason","species","Triadenum walteri","(J.G. Gmel.) Gleason","Exact (without author)",TRUE,"Synonym","Triadenum walteri","Hypericum walteri J.F.Gmel.","Hypericum walteri J.F.Gmel.",TRUE
"SIRH","Sida rhombifolia L.","species","Sida rhombifolia","L.","Exact (with author)",TRUE,"Accepted","Sida rhombifolia","Sida rhombifolia L.","Sida rhombifolia L.",FALSE
"EUTE4","Euphorbia tetrapora Engelm.","species","Euphorbia tetrapora","Engelm.","Exact (with author)",TRUE,"Accepted","Euphorbia tetrapora","Euphorbia tetrapora Engelm.","Euphorbia tetrapora Engelm.",FALSE
"SPCO16","Sporobolus compositus (Poir.) Merr.","species","Sporobolus compositus","(Poir.) Merr.","Exact (with author)",TRUE,"Accepted","Sporobolus compositus","Sporobolus compositus (Poir.) Merr.","Sporobolus compositus (Poir.) Merr.",FALSE
"EUPU21","Eutrochium purpureum (L.) E.E. Lamont","species","Eutrochium purpureum","(L.) E.E. Lamont","Exact (without author)",TRUE,"Accepted","Eutrochium purpureum","Eutrochium purpureum (L.) E.E.Lamont","Eutrochium purpureum (L.) E.E.Lamont",TRUE
"HAQU","Habenaria quinqueseta (Michx.) Eaton","species","Habenaria quinqueseta","(Michx.) Eaton","Exact (with author)",TRUE,"Accepted","Habenaria quinqueseta","Habenaria quinqueseta (Michx.) Eaton","Habenaria quinqueseta (Michx.) Eaton",FALSE
"LIEL","Liatris elegans (Walter) Michx.","species","Liatris elegans","(Walter) Michx.","Exact (with author)",TRUE,"Accepted","Liatris elegans","Liatris elegans (Walter) Michx.","Liatris elegans (Walter) Michx.",FALSE
"SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","species","Sphaeralcea coccinea","(Nutt.) Rydb.","Exact (with author)",TRUE,"Accepted","Sphaeralcea coccinea","Sphaeralcea coccinea (Nutt.) Rydb.","Sphaeralcea coccinea (Nutt.) Rydb.",FALSE
"DACA8","Dalea carnea (Michx.) Poir.","species","Dalea carnea","(Michx.) Poir.","Exact (with author)",TRUE,"Accepted","Dalea carnea","Dalea carnea (Michx.) Poir.","Dalea carnea (Michx.) Poir.",FALSE
"SCTE5","Schizachyrium tenerum Nees","species","Schizachyrium tenerum","Nees","Exact (with author)",TRUE,"Synonym","Schizachyrium tenerum","Andropogon tener (Nees) Kunth","Andropogon tener (Nees) Kunth",TRUE
"CNUR","Cnidoscolus urens (L.) Arthur","species","Cnidoscolus urens","(L.) Arthur","Exact (without author)",TRUE,"Accepted","Cnidoscolus urens","Cnidoscolus urens (L.) Janti","Cnidoscolus urens (L.) Janti",TRUE
"HECO3","Helianthemum corymbosum Michx.","species","Helianthemum corymbosum","Michx.","Exact (with author)",TRUE,"Synonym","Helianthemum corymbosum","Crocanthemum corymbosum (Michx.) Britton","Crocanthemum corymbosum (Michx.) Britton",TRUE
"LETE","Lechea tenuifolia Michx.","species","Lechea tenuifolia","Michx.","Exact (with author)",TRUE,"Accepted","Lechea tenuifolia","Lechea tenuifolia Michx.","Lechea tenuifolia Michx.",FALSE
"AGJU2","Ageratina jucunda (Greene) Clewell & Woot.","species","Ageratina jucunda","(Greene) Clewell & Woot.","Exact (without author)",TRUE,"Accepted","Ageratina jucunda","Ageratina jucunda (Greene) Clewell & Wooten","Ageratina jucunda (Greene) Clewell & Wooten",TRUE
"AGFA2","Agalinis fasciculata (Elliott) Raf.","species","Agalinis fasciculata","(Elliott) Raf.","Exact (with author)",TRUE,"Accepted","Agalinis fasciculata","Agalinis fasciculata (Elliott) Raf.","Agalinis fasciculata (Elliott) Raf.",FALSE
"DIBI","Digitaria bicornis (Lam.) Roem. & Schult.","species","Digitaria bicornis","(Lam.) Roem. & Schult.","Exact (with author)",TRUE,"Accepted","Digitaria bicornis","Digitaria bicornis (Lam.) Roem. & Schult.","Digitaria bicornis (Lam.) Roem. & Schult.",FALSE
"PRAN3","Prunus angustifolia Marshall","species","Prunus angustifolia","Marshall","Exact (with author)",TRUE,"Accepted","Prunus angustifolia","Prunus angustifolia Marshall","Prunus angustifolia Marshall",FALSE
"URRA","Urochloa ramosa (L.) Nguyen","species","Urochloa ramosa","(L.) Nguyen","Exact (without author)",TRUE,"Accepted","Urochloa ramosa","Urochloa ramosa (L.) T.Q.Nguyen","Urochloa ramosa (L.) T.Q.Nguyen",TRUE
"AMSP","Amaranthus spinosus L.","species","Amaranthus spinosus","L.","Exact (with author)",TRUE,"Accepted","Amaranthus spinosus","Amaranthus spinosus L.","Amaranthus spinosus L.",FALSE
"CRGL2","Croton glandulosus L.","species","Croton glandulosus","L.","Exact (with author)",TRUE,"Accepted","Croton glandulosus","Croton glandulosus L.","Croton glandulosus L.",FALSE
"AMAR5","Ampelopsis arborea (L.) Koehne","species","Ampelopsis arborea","(L.) Koehne","Exact (with author)",TRUE,"Synonym","Ampelopsis arborea","Nekemias arborea (L.) J.Wen & Boggan","Nekemias arborea (L.) J.Wen & Boggan",TRUE
"JATA","Jacquemontia tamnifolia (L.) Griseb.","species","Jacquemontia tamnifolia","(L.) Griseb.","Exact (with author)",TRUE,"Accepted","Jacquemontia tamnifolia","Jacquemontia tamnifolia (L.) Griseb.","Jacquemontia tamnifolia (L.) Griseb.",FALSE
"HESU3","Heterotheca subaxillaris (Lam.) Britton & Rusby","species","Heterotheca subaxillaris","(Lam.) Britton & Rusby","Exact (with author)",TRUE,"Accepted","Heterotheca subaxillaris","Heterotheca subaxillaris (Lam.) Britton & Rusby","Heterotheca subaxillaris (Lam.) Britton & Rusby",FALSE
"BRJU","Brassica juncea (L.) Czern.","species","Brassica juncea","(L.) Czern.","Exact (with author)",TRUE,"Synonym","Brassica × juncea","× Brassarda juncea (L.) Su Liu & Z.H.Feng","× Brassarda juncea (L.) Su Liu & Z.H.Feng",TRUE
"EUNE","Eustachys neglecta (Nash) Nash","species","Eustachys neglecta","(Nash) Nash","Exact (with author)",TRUE,"Accepted","Eustachys neglecta","Eustachys neglecta (Nash) Nash","Eustachys neglecta (Nash) Nash",FALSE
"ANVI4","Anthaenantia villosa (Michx.) P. Beauv.","species","Anthaenantia villosa","(Michx.) P. Beauv.","Fuzzy (phonetic)",TRUE,"Accepted","Anthenantia villosa","Anthenantia villosa (Michx.) P.Beauv.","Anthenantia villosa (Michx.) P.Beauv.",TRUE
"PAIN6","Passiflora incarnata L.","species","Passiflora incarnata","L.","Exact (with author)",TRUE,"Accepted","Passiflora incarnata","Passiflora incarnata L.","Passiflora incarnata L.",FALSE
"ASAN6","Asimina angustifolia Raf.","species","Asimina angustifolia","Raf.","Exact (with author)",TRUE,"Accepted","Asimina angustifolia","Asimina angustifolia Raf.","Asimina angustifolia Raf.",FALSE
"AMTOS","Amsonia tomentosa Torr. & Frém. var. stenophylla Kearney & Peebles","variety","Amsonia tomentosa var. stenophylla","Torr. & Frém. Kearney & Peebles","Exact (without author)",TRUE,"Accepted","Amsonia tomentosa var. stenophylla","Amsonia tomentosa var. stenophylla Kearney & Peebles","Amsonia tomentosa var. stenophylla Kearney & Peebles",TRUE
"HIGR4","Hibiscus grandiflorus Michx.","species","Hibiscus grandiflorus","Michx.","Exact (with author)",TRUE,"Accepted","Hibiscus grandiflorus","Hibiscus grandiflorus Michx.","Hibiscus grandiflorus Michx.",FALSE
"ERST3","Erigeron strigosus Muhl. ex Willd.","species","Erigeron strigosus","Muhl. ex Willd.","Exact (with author)",TRUE,"Accepted","Erigeron strigosus","Erigeron strigosus Muhl. ex Willd.","Erigeron strigosus Muhl. ex Willd.",FALSE
"CETE","Celtis tenuifolia Nutt.","species","Celtis tenuifolia","Nutt.","Exact (with author)",TRUE,"Accepted","Celtis tenuifolia","Celtis tenuifolia Nutt.","Celtis tenuifolia Nutt.",FALSE
"GAUN2","Galium uniflorum Michx.","species","Galium uniflorum","Michx.","Exact (with author)",TRUE,"Accepted","Galium uniflorum","Galium uniflorum Michx.","Galium uniflorum Michx.",FALSE
"VAAR","Vaccinium arboreum Marshall","species","Vaccinium arboreum","Marshall","Exact (with author)",TRUE,"Accepted","Vaccinium arboreum","Vaccinium arboreum Marshall","Vaccinium arboreum Marshall",FALSE
"SOTO2","Solidago tortifolia Elliott","species","Solidago tortifolia","Elliott","Exact (with author)",TRUE,"Accepted","Solidago tortifolia","Solidago tortifolia Elliott","Solidago tortifolia Elliott",FALSE
"HYMU","Hypericum mutilum L.","species","Hypericum mutilum","L.","Exact (with author)",TRUE,"Accepted","Hypericum mutilum","Hypericum mutilum L.","Hypericum mutilum L.",FALSE
"SPFL3","Sporobolus floridanus Chapm.","species","Sporobolus floridanus","Chapm.","Exact (with author)",TRUE,"Accepted","Sporobolus floridanus","Sporobolus floridanus Chapm.","Sporobolus floridanus Chapm.",FALSE
"SAAL21","Saccharum alopecuroides (L.) Nutt.","species","Saccharum alopecuroides","(L.) Nutt.","Exact (with author)",TRUE,"Synonym","Saccharum alopecuroides","Erianthus alopecuroides (L.) Elliott","Erianthus alopecuroides (L.) Elliott",TRUE
"PECI","Pennisetum ciliare (L.) Link","species","Pennisetum ciliare","(L.) Link","Exact (with author)",TRUE,"Synonym","Pennisetum ciliare","Cenchrus ciliaris L.","Cenchrus ciliaris L.",TRUE
"OEFR","Oenothera fruticosa L.","species","Oenothera fruticosa","L.","Exact (with author)",TRUE,"Accepted","Oenothera fruticosa","Oenothera fruticosa L.","Oenothera fruticosa L.",FALSE
"POPO","Polygala polygama Walter","species","Polygala polygama","Walter","Exact (with author)",TRUE,"Synonym","Polygala polygama","Senega polygama (Walter) J.F.B.Pastore & J.R.Abbott","Senega polygama (Walter) J.F.B.Pastore & J.R.Abbott",TRUE
"HYWR3","Hypoxis wrightii (Baker) Brackett","species","Hypoxis wrightii","(Baker) Brackett","Exact (with author)",TRUE,"Accepted","Hypoxis wrightii","Hypoxis wrightii (Baker) Brackett","Hypoxis wrightii (Baker) Brackett",FALSE
"PIEC2","Pinus echinata Mill.","species","Pinus echinata","Mill.","Exact (with author)",TRUE,"Accepted","Pinus echinata","Pinus echinata Mill.","Pinus echinata Mill.",FALSE
"LEPR","Lespedeza procumbens Michx.","species","Lespedeza procumbens","Michx.","Exact (with author)",TRUE,"Accepted","Lespedeza procumbens","Lespedeza procumbens Michx.","Lespedeza procumbens Michx.",FALSE
"POIN4","Polygala incarnata L.","species","Polygala incarnata","L.","Exact (with author)",TRUE,"Synonym","Polygala incarnata","Senega incarnata (L.) J.F.B.Pastore & J.R.Abbott","Senega incarnata (L.) J.F.B.Pastore & J.R.Abbott",TRUE
"PAFL4","Paspalum floridanum Michx.","species","Paspalum floridanum","Michx.","Exact (with author)",TRUE,"Accepted","Paspalum floridanum","Paspalum floridanum Michx.","Paspalum floridanum Michx.",FALSE
"SEGR4","Senegalia greggii (A. Gray) Britton & Rose","species","Senegalia greggii","(A. Gray) Britton & Rose","Exact (without author)",TRUE,"Accepted","Senegalia greggii","Senegalia greggii (A.Gray) Britton & Rose","Senegalia greggii (A.Gray) Britton & Rose",TRUE
"BICA","Bignonia capreolata L.","species","Bignonia capreolata","L.","Exact (with author)",TRUE,"Accepted","Bignonia capreolata","Bignonia capreolata L.","Bignonia capreolata L.",FALSE
"DEST2","Desmodium strictum (Pursh) DC.","species","Desmodium strictum","(Pursh) DC.","Exact (with author)",TRUE,"Accepted","Desmodium strictum","Desmodium strictum (Pursh) DC.","Desmodium strictum (Pursh) DC.",FALSE
"ARTO3","Aristolochia tomentosa Sims","species","Aristolochia tomentosa","Sims","Exact (with author)",TRUE,"Accepted","Aristolochia tomentosa","Aristolochia tomentosa Sims","Aristolochia tomentosa Sims",FALSE
"ULAM","Ulmus americana L.","species","Ulmus americana","L.","Exact (with author)",TRUE,"Accepted","Ulmus americana","Ulmus americana L.","Ulmus americana L.",FALSE
"COFO","Cornus foemina Mill.","species","Cornus foemina","Mill.","Exact (with author)",TRUE,"Accepted","Cornus foemina","Cornus foemina Mill.","Cornus foemina Mill.",FALSE
"EULE","Eupatorium leucolepis (DC.) Torr. & A. Gray","species","Eupatorium leucolepis","(DC.) Torr. & A. Gray","Exact (without author)",TRUE,"Accepted","Eupatorium leucolepis","Eupatorium leucolepis (DC.) Torr. & A.Gray","Eupatorium leucolepis (DC.) Torr. & A.Gray",TRUE
"AMFR","Amorpha fruticosa L.","species","Amorpha fruticosa","L.","Exact (with author)",TRUE,"Accepted","Amorpha fruticosa","Amorpha fruticosa L.","Amorpha fruticosa L.",FALSE
"GAPE2","Gamochaeta pensylvanica (Willd.) Cabrera","species","Gamochaeta pensylvanica","(Willd.) Cabrera","Exact (with author)",TRUE,"Accepted","Gamochaeta pensylvanica","Gamochaeta pensylvanica (Willd.) Cabrera","Gamochaeta pensylvanica (Willd.) Cabrera",FALSE
"CRMI8","Croton michauxii G.L. Webster","species","Croton michauxii","G.L. Webster","Exact (without author)",TRUE,"Accepted","Croton michauxii","Croton michauxii G.L.Webster","Croton michauxii G.L.Webster",TRUE
"GECA5","Geranium carolinianum L.","species","Geranium carolinianum","L.","Exact (with author)",TRUE,"Accepted","Geranium carolinianum","Geranium carolinianum L.","Geranium carolinianum L.",FALSE
"ILVO","Ilex vomitoria Aiton","species","Ilex vomitoria","Aiton","Exact (with author)",TRUE,"Accepted","Ilex vomitoria","Ilex vomitoria Aiton","Ilex vomitoria Aiton",FALSE
"CECA4","Cercis canadensis L.","species","Cercis canadensis","L.","Exact (with author)",TRUE,"Accepted","Cercis canadensis","Cercis canadensis L.","Cercis canadensis L.",FALSE
"RHCO7","Rhynchospora colorata (L.) H. Pfeiffer","species","Rhynchospora colorata","(L.) H. Pfeiffer","Exact (without author)",TRUE,"Accepted","Rhynchospora colorata","Rhynchospora colorata (L.) H.Pfeiff.","Rhynchospora colorata (L.) H.Pfeiff.",TRUE
"CRFL2","Crataegus flava Aiton","species","Crataegus flava","Aiton","Exact (with author)",TRUE,"Accepted","Crataegus flava","Crataegus flava Aiton","Crataegus flava Aiton",FALSE
"GAFI2","Gaura filipes Spach","species","Gaura filipes","Spach","Exact (with author)",TRUE,"Synonym","Gaura filipes","Oenothera filipes (Spach) W.L.Wagner & Hoch","Oenothera filipes (Spach) W.L.Wagner & Hoch",TRUE
"AMCA4","Amelanchier canadensis (L.) Medik.","species","Amelanchier canadensis","(L.) Medik.","Exact (with author)",TRUE,"Accepted","Amelanchier canadensis","Amelanchier canadensis (L.) Medik.","Amelanchier canadensis (L.) Medik.",FALSE
"STPA8","Stylisma patens (Desr.) Myint","species","Stylisma patens","(Desr.) Myint","Exact (with author)",TRUE,"Accepted","Stylisma patens","Stylisma patens (Desr.) Myint","Stylisma patens (Desr.) Myint",FALSE
"MUCA4","Muntingia calabura L.","species","Muntingia calabura","L.","Exact (with author)",TRUE,"Accepted","Muntingia calabura","Muntingia calabura L.","Muntingia calabura L.",FALSE
"DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species","Desmodium obtusum","(Muhl. ex Willd.) DC.","Exact (with author)",TRUE,"Accepted","Desmodium obtusum","Desmodium obtusum (Muhl. ex Willd.) DC.","Desmodium obtusum (Muhl. ex Willd.) DC.",FALSE
"RUHA2","Rumex hastatulus Baldw.","species","Rumex hastatulus","Baldw.","Exact (without author)",TRUE,"Accepted","Rumex hastatulus","Rumex hastatulus Baldwin","Rumex hastatulus Baldwin",TRUE
"SALY2","Salvia lyrata L.","species","Salvia lyrata","L.","Exact (with author)",TRUE,"Accepted","Salvia lyrata","Salvia lyrata L.","Salvia lyrata L.",FALSE
"FRLA5","Freesia laxa (Thunb.) Goldblatt & J.C. Manning","species","Freesia laxa","(Thunb.) Goldblatt & J.C. Manning","Exact (without author)",TRUE,"Accepted","Freesia laxa","Freesia laxa (Thunb.) Goldblatt & J.C.Manning","Freesia laxa (Thunb.) Goldblatt & J.C.Manning",TRUE
"WAMA","Wahlenbergia marginata (Thunb.) A. DC.","species","Wahlenbergia marginata","(Thunb.) A. DC.","Exact (without author)",TRUE,"Accepted","Wahlenbergia marginata","Wahlenbergia marginata (Thunb.) A.DC.","Wahlenbergia marginata (Thunb.) A.DC.",TRUE
"COERA","Commelina erecta L. var. angustifolia (Michx.) Fernald","variety","Commelina erecta var. angustifolia","L. (Michx.) Fernald","Exact (without author)",TRUE,"Synonym","Commelina erecta var. angustifolia","Commelina erecta subsp. erecta","Commelina erecta subsp. erecta",TRUE
"OXAL","Oxalis albicans Kunth","species","Oxalis albicans","Kunth","Exact (with author)",TRUE,"Accepted","Oxalis albicans","Oxalis albicans Kunth","Oxalis albicans Kunth",FALSE
"LACA","Lactuca canadensis L.","species","Lactuca canadensis","L.","Exact (with author)",TRUE,"Accepted","Lactuca canadensis","Lactuca canadensis L.","Lactuca canadensis L.",FALSE
"AGGR2","Agrimonia gryposepala Wallr.","species","Agrimonia gryposepala","Wallr.","Exact (with author)",TRUE,"Accepted","Agrimonia gryposepala","Agrimonia gryposepala Wallr.","Agrimonia gryposepala Wallr.",FALSE
"VEHE3","Verbesina heterophylla (Chapm.) A. Gray","species","Verbesina heterophylla","(Chapm.) A. Gray","Exact (without author)",TRUE,"Accepted","Verbesina heterophylla","Verbesina heterophylla A.Gray","Verbesina heterophylla A.Gray",TRUE
"RHIN4","Rhynchospora inexpansa (Michx.) Vahl","species","Rhynchospora inexpansa","(Michx.) Vahl","Exact (with author)",TRUE,"Accepted","Rhynchospora inexpansa","Rhynchospora inexpansa (Michx.) Vahl","Rhynchospora inexpansa (Michx.) Vahl",FALSE
